title,price,quantity,store,availability,primaryProductId,category,longSku,rollback,productType,storeName,storeAddress,storeCity,strikethrough,upc,usItemId,storePostalCode,storeStateOrProvinceCode,reducedPrice,clearance,wupc
Google Chromecast 3rd Gen - NEW,35.0,In stock,3843,AVAILABLE,2279A06GN55K,Home Page/Electronics/Home Audio & Theater/Home Theater/Media Players & Recorders/Google Chromecast,00842776106131,False,Streaming Media Players,Denton Supercenter,610 Legion Rd,Denton,False,842776106131,435188866,21629,MD,False,False,
HP DeskJet 2622 All-in-One Printer,49.0,Out of stock,2587,NOT_AVAILABLE,7GJGB3FPIQSK,Home Page/Shop by Brand/Electronics by Brand/HP/HP Printers,V1N07A#1H5,False,Printers & All-in-Ones,Cabot Supercenter,304 S Rockwood Dr,Cabot,False,191628246861,356481772,72023,AR,False,False,0019162824686
Google Chromecast Ultra,69.0,Out of stock,1284,NOT_AVAILABLE,65O1BZRUJB52,"Home Page/Electronics/Smart Home/Smart Home Assistants, Controllers & Hubs/Google Home Products",GA3A00403A14,False,Streaming Media Players,Phenix City Supercenter,3700 Hwy 280/431 N.,Phenix City,False,811571018284,54742301,36867,AL,False,False,0081157101828
Roku Express HD WITH $35 CREDIT TOWARDS SLING TV AND 30-DAY FREE TRIAL OF SHOWTIME,29.0,In stock,929,AVAILABLE,5XJMBAL1NW3S,Home Page/Electronics/Home Audio & Theater/Home Theater/Media Players & Recorders/Roku,3900RW,False,Streaming Media Players,Port St Lucie Supercenter,10855 So. Us Hwy #1,Port St Lucie,False,829610001814,562032082,34952,FL,False,False,0082961000181
Google Home Mini- Chalk,49.82,Out of stock,5126,NOT_AVAILABLE,6K5R92Q662TH,"Home Page/Electronics/Smart Home/Smart Home Assistants, Controllers & Hubs/Smart Home Assistants & Voice Control/Smart Home Assistants",08427761019454,False,Home Assistants,Centre Supercenter,1950 W Main St,Centre,False,,732881809,35960,AL,False,False,0842776101945
,5.0,Limited stock,1198,AVAILABLE,43HVIF2ULWKY,,,False,VR Headsets,San Antonio Supercenter,1515 N Loop 1604 E,San Antonio,False,681131159630,616121782,78232,TX,False,False,0068113115963
Roku Express HD WITH $35 CREDIT TOWARDS SLING TV AND 30-DAY FREE TRIAL OF SHOWTIME,29.0,In stock,1880,AVAILABLE,5XJMBAL1NW3S,Home Page/Electronics/Home Audio & Theater/Home Theater/Media Players & Recorders/Roku,3900RW,False,Streaming Media Players,Coos Bay Supercenter,2051 Newmark Ave,Coos Bay,False,829610001814,562032082,97420,OR,False,False,0082961000181
Roku Express HD WITH $35 CREDIT TOWARDS SLING TV AND 30-DAY FREE TRIAL OF SHOWTIME,29.0,In stock,658,AVAILABLE,5XJMBAL1NW3S,Home Page/Electronics/Home Audio & Theater/Home Theater/Media Players & Recorders/Roku,3900RW,False,Streaming Media Players,Rome Supercenter,2510 Redmond Cir Nw,Rome,False,829610001814,562032082,30165,GA,False,False,0082961000181
Merge Cube,14.97,Out of stock,495,NOT_AVAILABLE,7CP1XCIIM2XG,"Home Page/Video Games/Video Game Accessories/Accessories for Nintendo, PC, Xbox and PlayStation Systems",ARC-01,False,Video Game Accessories,Columbus Supercenter,1913 Highway 45 N,Columbus,False,854590007105,968302018,39705,MS,False,False,0085459000710
Google Chromecast Ultra,69.0,Limited stock,440,AVAILABLE,65O1BZRUJB52,"Home Page/Electronics/Smart Home/Smart Home Assistants, Controllers & Hubs/Google Home Products",GA3A00403A14,False,Streaming Media Players,Rockport Supercenter,2401 Highway 35 N,Rockport,False,811571018284,54742301,78382,TX,False,False,0081157101828
